"","unique.id","species","number.caught","weight.caught"
"64528","T-2004-434-13",40,16.8079096045198,1.25564971751412
"64534","T-2004-434-13",42,5.93220338983051,0.320338983050847
"64529","T-2004-434-13",43,357.909604519774,45.3813559322034
"64535","T-2004-434-13",60,12.8531073446328,0.83545197740113
"64538","T-2004-434-13",62,5.93220338983051,0.889830508474576
"64537","T-2004-434-13",63,87.9943502824859,1.36440677966102
"64539","T-2004-434-13",300,11.864406779661,1.48305084745763
"64548","T-2004-434-13",361,8.89830508474576,0.00988700564971751
"64544","T-2004-434-13",501,0.988700564971751,0.0771186440677966
"64550","T-2004-434-13",622,0.988700564971751,0.0257062146892655
"64906","T-2004-434-14",10,10.6353591160221,3.0939226519337
"64916","T-2004-434-14",40,34.8066298342541,4.88259668508287
"64918","T-2004-434-14",42,0.966850828729282,0.0966850828729282
"64913","T-2004-434-14",43,111.187845303867,19.1436464088398
"64907","T-2004-434-14",60,15041.2983425414,2547.65193370166
"64911","T-2004-434-14",63,1.93370165745856,0.0290055248618785
"64912","T-2004-434-14",201,0.966850828729282,2.4171270718232
"64917","T-2004-434-14",300,3.86740331491713,0.580110497237569
"64902","T-2004-434-14",320,0.966850828729282,1.93370165745856
"64914","T-2004-434-14",622,0.966850828729282,0.0232044198895028
"66123","T-2004-434-19",10,13.8418079096045,4.30084745762712
"66136","T-2004-434-19",40,200.706214689266,20.5649717514124
"66139","T-2004-434-19",43,4.94350282485876,1.45338983050847
"66120","T-2004-434-19",114,0.988700564971751,0.0889830508474576
"66142","T-2004-434-19",300,0.188841807909605,0.0678248587570622
"66112","T-2004-434-19",304,12.8531073446328,0.0889830508474576
"66124","T-2004-434-19",340,1.9774011299435,0.00889830508474576
"66134","T-2004-434-19",620,0.988700564971751,0.71680790960452
"66130","T-2004-434-19",622,9.88700564971751,0.326271186440678
"66140","T-2004-434-19",623,20.7627118644068,0.11864406779661
"66187","T-2004-434-20",10,14.5027624309392,8.26657458563536
"66208","T-2004-434-20",40,181.767955801105,27.8453038674033
"66190","T-2004-434-20",50,0.966850828729282,1.46961325966851
"66185","T-2004-434-20",60,6.8846131460033,1.30807649774063
"66183","T-2004-434-20",64,3.64111131968556,0.0546166697952834
"66182","T-2004-434-20",114,1.93370165745856,0.024171270718232
"66191","T-2004-434-20",304,4.83425414364641,0.0435082872928177
"66184","T-2004-434-20",340,1.93370165745856,0.00193370165745856
"66199","T-2004-434-20",620,1.93370165745856,0.338397790055249
"66204","T-2004-434-20",622,22.2375690607735,0.501795580110497
"66213","T-2004-434-20",623,27.0718232044199,0.126657458563536
"66248","T-2004-434-21",12,5.93220338983051,2.13559322033898
"66234","T-2004-434-21",30,4.94350282485876,5.94209039548023
"66239","T-2004-434-21",43,403.389830508475,47.2598870056497
"66249","T-2004-434-21",60,275.847457627119,18.0932203389831
"66233","T-2004-434-21",62,84.0395480225989,10.2824858757062
"66244","T-2004-434-21",63,4995.90395480226,114.689265536723
"66236","T-2004-434-21",118,0.988700564971751,0.67725988700565
"66242","T-2004-434-21",122,3.95480225988701,0.642655367231638
"66235","T-2004-434-21",300,6.92090395480226,0.578389830508475
"66252","T-2004-434-21",301,2.96610169491525,1.59180790960452
"66230","T-2004-434-21",320,1.9774011299435,0.450847457627119
"66226","T-2004-434-21",622,3.95480225988701,0.123587570621469
"66262","T-2004-434-22",12,0.994318181818182,0.0646306818181818
"66263","T-2004-434-22",30,0.994318181818182,0.409659090909091
"66258","T-2004-434-22",42,38.7784090909091,3.63920454545455
"66256","T-2004-434-22",43,56.6761363636364,10.1420454545455
"66255","T-2004-434-22",610,2.98295454545455,0.0397727272727273
"66273","T-2004-434-23",10,16,8
"66270","T-2004-434-23",40,8,1
"66268","T-2004-434-23",42,77,7.8
"66267","T-2004-434-23",43,136,31.1
"66280","T-2004-434-23",60,4322,1046
"66278","T-2004-434-23",63,1,0.018
"66271","T-2004-434-23",204,1,0.78
"66275","T-2004-434-23",320,1,0.214
"66282","T-2004-434-23",610,5,0.098
"66314","T-2004-434-24",10,4.97159090909091,5.46875
"66313","T-2004-434-24",40,272.443181818182,57.96875
"66316","T-2004-434-24",64,3.97727272727273,0.00696022727272727
"66303","T-2004-434-24",300,0.994318181818182,0.348011363636364
"66307","T-2004-434-24",340,0.994318181818182,0.00198863636363636
"66305","T-2004-434-24",610,0.994318181818182,0.0178977272727273
"66312","T-2004-434-24",622,17.8977272727273,0.497159090909091
"66350","T-2004-434-25",10,0.994318181818182,0.161079545454545
"66344","T-2004-434-25",40,152.130681818182,20.8806818181818
"66351","T-2004-434-25",60,32.8125,4.57386363636364
"66318","T-2004-434-25",114,0.994318181818182,0.00994318181818182
"66323","T-2004-434-25",300,0.994318181818182,0.264488636363636
"66328","T-2004-434-25",340,0.994318181818182,0.00397727272727273
"66348","T-2004-434-25",610,3.97727272727273,0.0636363636363636
"66345","T-2004-434-25",622,9.94318181818182,0.248579545454545
"66325","T-2004-434-25",623,5.96590909090909,0.0397727272727273
"66354","T-2004-434-26",10,0.994318181818182,0.103409090909091
"66380","T-2004-434-26",40,20.8806818181818,2.734375
"66355","T-2004-434-26",60,1486.50568181818,274.431818181818
"66359","T-2004-434-26",306,0.994318181818182,0.00497159090909091
"66390","T-2004-434-26",340,3.97727272727273,0.0159090909090909
"66382","T-2004-434-26",610,0,0.0795454545454545
"66379","T-2004-434-26",623,7.95454545454545,0.0596590909090909
"66387","T-2004-434-26",640,0.994318181818182,0.0198863636363636
"66393","T-2004-434-26",647,1.98863636363636,0.0497159090909091
"66418","T-2004-434-27",10,1,0.106
"66400","T-2004-434-27",40,440,30.6
"66396","T-2004-434-27",60,71.2065702529484,13.5292483480602
"66423","T-2004-434-27",64,305.041903188057,1.61935825149215
"66402","T-2004-434-27",114,1,0.003
"66417","T-2004-434-27",304,1,0.018
"66429","T-2004-434-27",350,3,0.09
"66409","T-2004-434-27",622,13,0.085
"66416","T-2004-434-27",623,20,0.11
"66436","T-2004-434-28",10,4,1.71
"66442","T-2004-434-28",12,1,0.2
"66433","T-2004-434-28",40,122,13
"66455","T-2004-434-28",60,5418.81999624938,989.771326515983
"66443","T-2004-434-28",304,1,0.018
"66447","T-2004-434-28",340,5,0.026
"66457","T-2004-434-28",350,4,0.136
"66454","T-2004-434-28",610,2,0.03
"66432","T-2004-434-28",620,8,0.875
"66448","T-2004-434-28",622,1,0.016
"66437","T-2004-434-28",623,4,0.032
"66479","T-2004-434-29",10,24.8579545454545,15.9090909090909
"66484","T-2004-434-29",40,249.573863636364,29.7301136363636
"66474","T-2004-434-29",60,70.8019874674203,14.5144074308212
"66488","T-2004-434-29",64,3.74455198217662,0.0224673118930597
"66486","T-2004-434-29",304,7.95454545454545,0.1640625
"66471","T-2004-434-29",306,4.97159090909091,0.0198863636363636
"66478","T-2004-434-29",314,0.994318181818182,0.00198863636363636
"66470","T-2004-434-29",340,0.994318181818182,0.00198863636363636
"66473","T-2004-434-29",350,1.98863636363636,0.00397727272727273
"66504","T-2004-434-29",620,20.8806818181818,3.12215909090909
"66503","T-2004-434-29",623,5.96590909090909,0.0159090909090909
"66564","T-2004-434-30",10,5.93220338983051,3.46045197740113
"66547","T-2004-434-30",40,400.423728813559,51.6101694915254
"66549","T-2004-434-30",60,7.04019762387908,2.5907927255875
"66540","T-2004-434-30",304,10.8757062146893,0.212570621468927
"66544","T-2004-434-30",340,0.988700564971751,0.0019774011299435
"66566","T-2004-434-30",350,7.90960451977401,0.245197740112994
"66553","T-2004-434-30",620,13.8418079096045,6.67372881355932
"66539","T-2004-434-30",623,6.92090395480226,0.0296610169491525
"66606","T-2004-434-31",10,21.6292134831461,9.24157303370787
"66597","T-2004-434-31",40,175.983146067416,27.626404494382
"66569","T-2004-434-31",60,7.00064595183482,1.22511304157109
"66568","T-2004-434-31",118,0.98314606741573,0.54564606741573
"66588","T-2004-434-31",301,0.98314606741573,0.457162921348315
"66582","T-2004-434-31",304,12.7808988764045,0.157303370786517
"66599","T-2004-434-31",306,2.94943820224719,0.00786516853932584
"66581","T-2004-434-31",340,0.98314606741573,0.00196629213483146
"66591","T-2004-434-31",350,0.98314606741573,0.0314606741573034
"66585","T-2004-434-31",620,8.84831460674157,1.52387640449438
"66634","T-2004-434-32",10,23,24.2
"66620","T-2004-434-32",30,1,1.9
"66639","T-2004-434-32",40,4,1.9
"66628","T-2004-434-32",42,125,13.1
"66617","T-2004-434-32",43,127,29.7
"66625","T-2004-434-32",301,1,0.85
"66631","T-2004-434-32",320,1,0.51
"66647","T-2004-434-33",10,0.994318181818182,1.69034090909091
"66652","T-2004-434-33",30,1.98863636363636,1.09375
"66651","T-2004-434-33",40,0.994318181818182,0.550852272727273
"66643","T-2004-434-33",42,118.323863636364,13.0255681818182
"66653","T-2004-434-33",43,20.8806818181818,4.54403409090909
"66660","T-2004-434-33",300,1.98863636363636,0.397727272727273
"66649","T-2004-434-33",320,0.994318181818182,0.658238636363636
"66669","T-2004-434-34",10,45.4802259887006,28.4745762711864
"66679","T-2004-434-34",12,0.988700564971751,0.42316384180791
"66670","T-2004-434-34",40,116.666666666667,19.4774011299435
"66680","T-2004-434-34",42,465.677966101695,64.0677966101695
"66675","T-2004-434-34",300,11.864406779661,2.42231638418079
"66711","T-2004-434-35",10,233.664772727273,93.5653409090909
"66703","T-2004-434-35",40,242.613636363636,40.6676136363636
"66705","T-2004-434-35",42,1.98863636363636,0.188920454545455
"66700","T-2004-434-35",300,0.994318181818182,0.208806818181818
"66710","T-2004-434-35",620,1.98863636363636,0.770596590909091
"66726","T-2004-434-36",10,12.3529411764706,9.77941176470588
"66745","T-2004-434-36",30,1.02941176470588,0.941911764705882
"66716","T-2004-434-36",40,183.235294117647,21.4117647058824
"66721","T-2004-434-36",41,5.92691622103387,2.68270944741533
"66739","T-2004-434-36",42,0.665,0.263683823529412
"66720","T-2004-434-36",201,2.64352941176471,2.142
"66728","T-2004-434-36",304,5.14705882352941,0.0761764705882353
"66773","T-2004-434-37",10,132.485875706215,254.09604519774
"66777","T-2004-434-37",12,29.6610169491525,10.5790960451977
"66780","T-2004-434-37",31,0.988700564971751,1.23587570621469
"66770","T-2004-434-37",40,89.9717514124294,10.7768361581921
"66765","T-2004-434-37",41,67.1117959253553,22.7401129943503
"66776","T-2004-434-37",64,3.72339632126037,0.0446807558551245
"66781","T-2004-434-37",114,1.9774011299435,0.0514124293785311
"66789","T-2004-434-37",201,10.5790960451977,6.95847457627119
"66767","T-2004-434-37",304,3.95480225988701,0.0474576271186441
"66756","T-2004-434-37",314,0.988700564971751,0.0019774011299435
"66757","T-2004-434-37",320,1.9774011299435,0.988700564971751
"66774","T-2004-434-37",620,5.93220338983051,0.417231638418079
"66769","T-2004-434-37",622,1.9774011299435,0.035593220338983
"66764","T-2004-434-37",647,91.9491525423729,8.40395480225989
"66816","T-2004-434-38",10,1.9774011299435,6.67372881355932
"66815","T-2004-434-38",12,5.93220338983051,3.31214689265537
"66814","T-2004-434-38",30,1.9774011299435,4.64689265536723
"66803","T-2004-434-38",31,0.988700564971751,0.355932203389831
"66809","T-2004-434-38",40,71.1864406779661,8.25564971751412
"66813","T-2004-434-38",41,29.9606231809622,8.32905324430748
"66804","T-2004-434-38",60,14.0803952477582,3.76650572877531
"66800","T-2004-434-38",64,7.44679264252074,0.0744679264252074
"66798","T-2004-434-38",201,2.96214689265537,2.39008474576271
"66793","T-2004-434-38",202,0.846327683615819,0.532474576271186
"66792","T-2004-434-38",647,1.9774011299435,0.0909604519774011
"66841","T-2004-434-39",10,1.0233918128655,0.112573099415205
"66819","T-2004-434-39",12,5.11695906432749,2.45614035087719
"66818","T-2004-434-39",14,1.0233918128655,0.188304093567251
"66839","T-2004-434-39",40,153.508771929825,13.5087719298246
"66826","T-2004-434-39",41,2.4809498493709,0.775296827928407
"66833","T-2004-434-39",201,31.5368421052632,4.84142105263158
"66836","T-2004-434-39",202,1.3140350877193,0.707736842105263
"66840","T-2004-434-39",304,1.0233918128655,0.00818713450292398
"66829","T-2004-434-39",340,1.0233918128655,0.00409356725146199
"66821","T-2004-434-39",647,3.07017543859649,0.214912280701754
"66897","T-2004-434-40",10,22.1153846153846,30
"66894","T-2004-434-40",12,6.73076923076923,3.26923076923077
"66890","T-2004-434-40",23,98.0769230769231,18.2692307692308
"66885","T-2004-434-40",40,2.88461538461538,0.514423076923077
"66909","T-2004-434-40",41,0.961538461538461,0.427884615384615
"66907","T-2004-434-40",50,0.961538461538461,1.15384615384615
"66903","T-2004-434-40",64,0.961538461538461,0.00576923076923077
"66900","T-2004-434-40",201,0.961538461538461,0.0134615384615385
"66882","T-2004-434-40",241,0.961538461538461,0.0288461538461538
"66877","T-2004-434-40",320,1.92307692307692,1.36538461538462
"66879","T-2004-434-40",410,0.961538461538461,0.0442307692307692
"66895","T-2004-434-40",647,1.92307692307692,0.267307692307692
"66916","T-2004-434-41",12,43.5028248587571,36.8785310734463
"66917","T-2004-434-41",23,1628.38983050847,934.322033898305
"66930","T-2004-434-41",31,20.7627118644068,30.8474576271186
"66915","T-2004-434-41",40,1.9774011299435,0.142372881355932
"66934","T-2004-434-41",41,0.988700564971751,0.326271186440678
"66914","T-2004-434-41",60,0.988700564971751,0.290677966101695
"66921","T-2004-434-41",112,9.88700564971751,1.73022598870056
"66936","T-2004-434-41",114,3.95480225988701,0.11864406779661
"66927","T-2004-434-41",201,0.988700564971751,0.0138418079096045
"66925","T-2004-434-41",241,3.95480225988701,0.242231638418079
"66935","T-2004-434-41",410,1.9774011299435,0.114689265536723
"66910","T-2004-434-41",647,13.8418079096045,2.1454802259887
"66942","T-2004-434-42",10,59.9719101123595,52.4016853932584
"66948","T-2004-434-42",40,0.98314606741573,0.214325842696629
"66946","T-2004-434-42",202,0.98314606741573,0.0412921348314607
"66965","T-2004-434-43",10,67.4581005586592,79.8743016759777
"66966","T-2004-434-43",11,2.93296089385475,4.6927374301676
"66961","T-2004-434-43",23,4.88826815642458,1.36871508379888
"66958","T-2004-434-43",50,0.977653631284916,0.210195530726257
"66989","T-2004-434-44",10,52.7932960893855,40.4748603351955
"66997","T-2004-434-44",40,15.6424581005587,3.71508379888268
"66996","T-2004-434-44",42,6.84357541899441,1.07541899441341
"66979","T-2004-434-44",201,0.977653631284916,0.0645251396648045
"66992","T-2004-434-44",320,1.95530726256983,1.66201117318436
"67016","T-2004-434-45",10,85.0282485875706,58.9265536723164
"67033","T-2004-434-45",40,122.598870056497,14.5338983050847
"67040","T-2004-434-45",42,0.319350282485876,0.0344858757062147
"67035","T-2004-434-45",60,35.2009881193954,10.2082865546247
"67034","T-2004-434-45",118,0.988700564971751,0.489406779661017
"67037","T-2004-434-45",201,1.69265536723164,2.42033898305085
"67029","T-2004-434-45",300,0.188841807909605,0.101059039548023
"67012","T-2004-434-45",304,1.9774011299435,0.031638418079096
"67006","T-2004-434-45",340,2.96610169491525,0.00790960451977401
"67009","T-2004-434-45",620,1.9774011299435,0.242231638418079
"67008","T-2004-434-45",623,0.988700564971751,0.00296610169491525
"67076","T-2004-434-46",10,0.98314606741573,1.74016853932584
"67077","T-2004-434-46",40,201.544943820225,20.8426966292135
"67057","T-2004-434-46",41,1.78753830439224,0.566053796390875
"67048","T-2004-434-46",114,0.98314606741573,0.0098314606741573
"67049","T-2004-434-46",622,1.96629213483146,0.0235955056179775
"67070","T-2004-434-46",623,6.88202247191011,0.0314606741573034
"67065","T-2004-434-46",647,2.94943820224719,0.184831460674157
"67082","T-2004-434-48",10,102.247191011236,51.0252808988764
"67084","T-2004-434-48",40,228.089887640449,32.2471910112359
"67089","T-2004-434-48",42,8.57401685393258,1.6342345505618
"67090","T-2004-434-48",201,2.94550561797753,1.02286516853933
"67091","T-2004-434-48",300,0.375561797752809,0.114654494382022
"67088","T-2004-434-48",304,14.747191011236,0.117977528089888
"67080","T-2004-434-48",320,0.98314606741573,0.0904494382022472
"67111","T-2004-434-48",340,2.94943820224719,0.00688202247191011
"67092","T-2004-434-48",350,0.98314606741573,0.0235955056179775
"67098","T-2004-434-48",620,11.7977528089888,1.86797752808989
"67097","T-2004-434-48",623,0.98314606741573,0.00196629213483146
"67119","T-2004-434-49",10,21.875,23.0681818181818
"67118","T-2004-434-49",30,0.994318181818182,0.447443181818182
"67130","T-2004-434-49",40,74.5738636363636,3.03267045454545
"67123","T-2004-434-49",42,622.417329545455,117.051136363636
"67135","T-2004-434-49",43,152.130681818182,33.7073863636364
"67134","T-2004-434-49",300,18.8015625,4.26313920454545
"67125","T-2004-434-49",301,0.994318181818182,0.566761363636364
"67124","T-2004-434-49",304,1.98863636363636,0.0198863636363636
"67120","T-2004-434-49",320,2.98295454545455,1.69034090909091
"67175","T-2004-434-50",10,3.93258426966292,1.62219101123595
"67170","T-2004-434-50",40,0.98314606741573,0.204494382022472
"67167","T-2004-434-50",42,61.2883426966292,10.3948033707865
"67178","T-2004-434-50",43,6.88202247191011,2.11376404494382
"67171","T-2004-434-50",300,2.81671348314607,0.809325842696629
"67172","T-2004-434-50",320,3.93258426966292,2.11376404494382
"67185","T-2004-434-51",10,43.0167597765363,24.6368715083799
"67205","T-2004-434-51",40,28.3519553072626,4.84916201117318
"67207","T-2004-434-51",42,37.1508379888268,4.14525139664805
"67203","T-2004-434-51",201,0.977653631284916,0.283519553072626
"67204","T-2004-434-51",304,0.977653631284916,0.00293296089385475
"67206","T-2004-434-51",320,0.977653631284916,0.425279329608939
"67229","T-2004-434-52",10,29.3296089385475,25.1256983240223
"67230","T-2004-434-52",40,74.3016759776536,17.2067039106145
"67238","T-2004-434-52",42,9.77653631284916,1.51536312849162
"67227","T-2004-434-52",201,1.95530726256983,0.0625698324022346
"67244","T-2004-434-53",10,90,93
"67240","T-2004-434-53",40,3,0.7
"67248","T-2004-434-53",201,2,4.2
"67245","T-2004-434-53",202,1,0.04
"67255","T-2004-434-54",12,54,35.4
"67257","T-2004-434-54",23,135,32.5
"67279","T-2004-434-54",31,31,24.1
"67262","T-2004-434-54",41,2,0.214
"67256","T-2004-434-54",64,1,0.004
"67275","T-2004-434-54",112,2,0.175
"67267","T-2004-434-54",114,1,0.014
"67264","T-2004-434-54",201,1,0.012
"67280","T-2004-434-54",202,1,0.6
"67277","T-2004-434-54",241,1,0.055
"67284","T-2004-434-54",410,5,0.19
"67271","T-2004-434-54",712,1,0.018
"67306","T-2004-434-55",10,102.33918128655,113.59649122807
"67307","T-2004-434-55",23,1.0233918128655,0.0859649122807018
"67309","T-2004-434-55",30,3.07017543859649,7.98245614035088
"67290","T-2004-434-55",40,6.14035087719298,0.614035087719298
"67300","T-2004-434-55",41,19.4444444444444,4.68713450292398
"67299","T-2004-434-55",60,1.0233918128655,0.210818713450292
"67293","T-2004-434-55",201,3.07017543859649,2.55847953216374
"67289","T-2004-434-55",202,2.04678362573099,0.0880116959064327
"67301","T-2004-434-55",623,1.0233918128655,0.00204678362573099
"67329","T-2004-434-56",40,39.1061452513966,4.79050279329609
"67334","T-2004-434-56",42,3.15782122905028,0.692667597765363
"67325","T-2004-434-56",300,0.373463687150838,0.0167667597765363
"67322","T-2004-434-56",304,4.88826815642458,0.0371508379888268
"67315","T-2004-434-56",340,0.977653631284916,0.00391061452513967
"67368","T-2004-434-57",10,1.00574712643678,0.357040229885057
"67354","T-2004-434-57",40,116.666666666667,6.93965517241379
"67361","T-2004-434-57",42,0.649712643678161,0.0756422413793104
"67353","T-2004-434-57",201,3.44367816091954,0.203120689655172
"67363","T-2004-434-57",300,2.68936781609195,0.174210488505747
"67349","T-2004-434-57",304,55.316091954023,0.226293103448276
"67337","T-2004-434-57",340,2.01149425287356,0.00402298850574713
"67347","T-2004-434-57",350,4.02298850574713,0.134770114942529
"67340","T-2004-434-57",623,3.01724137931035,0.0100574712643678
"67381","T-2004-434-58",12,3.01724137931035,2.61494252873563
"67378","T-2004-434-58",23,30.1724137931034,21.4224137931034
"67392","T-2004-434-58",31,13.0747126436782,7.54310344827586
"67379","T-2004-434-58",40,3.01724137931035,0.543103448275862
"67401","T-2004-434-58",41,0.609543712991989,0.0868599791013584
"67385","T-2004-434-58",64,18.9379640477898,0.227255568573478
"67386","T-2004-434-58",112,9.05172413793104,0.90014367816092
"67395","T-2004-434-58",201,0.430459770114943,0.600129310344828
"67380","T-2004-434-58",202,0.430459770114943,0.560120689655172
"67397","T-2004-434-58",241,4.02298850574713,0.286637931034483
"67376","T-2004-434-58",304,1.00574712643678,0.00704022988505747
"67384","T-2004-434-58",410,6.03448275862069,0.195114942528736
"67404","T-2004-434-58",712,2.01149425287356,0.0382183908045977
"67417","T-2004-434-59",12,1.94444444444444,2.38194444444444
"67418","T-2004-434-59",23,21.3888888888889,17.8888888888889
"67425","T-2004-434-59",31,23.3333333333333,12.3472222222222
"67428","T-2004-434-59",41,1.76767676767677,0.294612794612795
"67416","T-2004-434-59",112,2.91666666666667,0.383055555555556
"67430","T-2004-434-59",114,0.972222222222222,0.00972222222222222
"67429","T-2004-434-59",201,0.832222222222222,0.12852
"67432","T-2004-434-59",241,1.94444444444444,0.0680555555555556
"67426","T-2004-434-59",410,5.83333333333333,0.108888888888889
"67410","T-2004-434-59",712,3.88888888888889,0.0826388888888889
"67437","T-2004-434-60",40,145.670391061453,16.1312849162011
"67442","T-2004-434-60",201,17.9927374301676,1.58555865921788
"67443","T-2004-434-60",304,31.2849162011173,0.283519553072626
"67439","T-2004-434-60",306,4.88826815642458,0.0127094972067039
"67452","T-2004-434-60",340,1.95530726256983,0.00391061452513967
"67445","T-2004-434-60",350,15.6424581005587,0.479050279329609
"67470","T-2004-434-61",42,64.9712643678161,6.19389367816092
"67459","T-2004-434-61",43,23.132183908046,4.67672413793103
"67479","T-2004-434-61",60,7.16158034153217,2.57816892295158
"67469","T-2004-434-61",201,0.430459770114943,0.0184655172413793
"67480","T-2004-434-61",300,0.960488505747126,0.250794109195402
"67473","T-2004-434-61",304,5.02873563218391,0.0181034482758621
"67454","T-2004-434-61",320,5.02873563218391,3.06752873563218
"67455","T-2004-434-61",350,2.01149425287356,0.0603448275862069
"67507","T-2004-434-62",10,1.04166666666667,0.651041666666667
"67514","T-2004-434-62",40,4.16666666666667,0.0520833333333333
"67499","T-2004-434-62",42,1.04166666666667,0.0260416666666667
"67502","T-2004-434-62",304,1.04166666666667,0.01875
"67484","T-2004-434-62",314,2.08333333333333,0.015625
"67503","T-2004-434-62",340,1.04166666666667,0.00208333333333333
"67494","T-2004-434-62",610,1.04166666666667,0.0354166666666667
"67526","T-2004-434-64",30,0.98314606741573,2.65449438202247
"67542","T-2004-434-64",40,1.96629213483146,0.371629213483146
"67543","T-2004-434-64",306,0.98314606741573,0.00393258426966292
"67552","T-2004-434-65",10,1315.51724137931,940.373563218391
"67548","T-2004-434-65",12,1.00574712643678,0.749281609195402
"67544","T-2004-434-65",16,2.01149425287356,3.66091954022989
"67560","T-2004-434-65",30,4.02298850574713,11.4655172413793
"67549","T-2004-434-65",40,43.2471264367816,6.03448275862069
"67559","T-2004-434-65",41,5.02873563218391,1.86063218390805
"67561","T-2004-434-65",201,3.01724137931035,0.336925287356322
"67546","T-2004-434-65",202,2.01149425287356,0.402298850574713
"67566","T-2004-434-66",10,2.88461538461538,3.36538461538461
"67586","T-2004-434-66",40,23.0769230769231,2.64423076923077
"67585","T-2004-434-66",64,0.961538461538461,0.00576923076923077
"67577","T-2004-434-66",201,0.961538461538461,0.138461538461538
"67578","T-2004-434-66",202,0.961538461538461,0.0288461538461538
"67575","T-2004-434-66",314,0.961538461538461,0.00576923076923077
"67617","T-2004-434-67",10,3.08823529411765,1.13235294117647
"67622","T-2004-434-67",40,11.3235294117647,1.85294117647059
"67623","T-2004-434-67",304,5.14705882352941,0.0175
"67612","T-2004-434-67",340,1.02941176470588,0.00205882352941176
"67602","T-2004-434-67",623,3.08823529411765,0.00720588235294118
"67633","T-2004-434-68",12,4,2.2
"67648","T-2004-434-68",23,19,13.7
"67652","T-2004-434-68",31,57,33.9
"67635","T-2004-434-68",41,0.909090909090909,0.160606060606061
"67641","T-2004-434-68",64,18.8297471103739,0.33140354914258
"67636","T-2004-434-68",112,1,0.115
"67628","T-2004-434-68",114,1,0.014
"67646","T-2004-434-68",201,2.996,1.4994
"67655","T-2004-434-68",241,2,0.07
"67639","T-2004-434-68",410,3,0.07
"67654","T-2004-434-68",646,1,0.004
"67626","T-2004-434-68",712,1,0.014
"67677","T-2004-434-69",40,416.346153846154,46.8269230769231
"67676","T-2004-434-69",41,3.78787878787879,1.16550116550117
"67664","T-2004-434-69",201,3.29230769230769,1.61826923076923
"67658","T-2004-434-69",221,0.961538461538461,0.673076923076923
"67660","T-2004-434-69",304,3.84615384615385,0.0673076923076923
"67670","T-2004-434-69",314,0.961538461538461,0.00288461538461538
"67685","T-2004-434-69",340,0.961538461538461,0.00384615384615385
"67682","T-2004-434-69",350,0.961538461538461,0.0211538461538462
"67663","T-2004-434-69",620,0.961538461538461,0.00288461538461538
"67680","T-2004-434-69",623,0.961538461538461,0.00192307692307692
"67694","T-2004-434-71",40,160.576923076923,19.6153846153846
"67691","T-2004-434-71",41,0.291375291375291,0.0757575757575758
"67689","T-2004-434-71",42,0.310576923076923,0.129961538461538
"67688","T-2004-434-71",201,0.823076923076923,0.102392307692308
"67706","T-2004-434-71",304,10.5769230769231,0.0730769230769231
"67716","T-2004-434-71",314,2.88461538461538,0.00769230769230769
"67705","T-2004-434-71",340,2.88461538461538,0.00769230769230769
"67713","T-2004-434-71",616,0.961538461538461,0.00769230769230769
"67714","T-2004-434-71",712,0.961538461538461,0.0134615384615385
"67744","T-2004-434-72",12,9,7.8
"67739","T-2004-434-72",23,12,11
"67740","T-2004-434-72",31,224,146
"67743","T-2004-434-72",41,2,0.32
"67722","T-2004-434-72",60,1,0.23
"67742","T-2004-434-72",64,7,0.124
"67732","T-2004-434-72",112,1,0.09
"67723","T-2004-434-72",114,1,0.004
"67751","T-2004-434-72",202,1,0.006
"67734","T-2004-434-72",241,1,0.052
"67736","T-2004-434-72",314,1,0.004
"67726","T-2004-434-72",410,5,0.096
"67730","T-2004-434-72",646,8,0.022
"67745","T-2004-434-72",712,5,0.114
"67779","T-2004-434-73",12,1.9774011299435,3.06497175141243
"67773","T-2004-434-73",23,40.5367231638418,36.9774011299435
"67777","T-2004-434-73",31,88.9830508474576,50.5225988700565
"67771","T-2004-434-73",40,0.988700564971751,0.241242937853107
"67762","T-2004-434-73",41,4.94350282485876,1.82909604519774
"67772","T-2004-434-73",64,2.96610169491525,0.0415254237288136
"67758","T-2004-434-73",410,3.95480225988701,0.116666666666667
"67775","T-2004-434-73",646,42.5141242937853,0.126553672316384
"67760","T-2004-434-73",712,0.988700564971751,0.031638418079096
"67799","T-2004-434-74",31,0.977653631284916,0.410614525139665
"67787","T-2004-434-74",40,63.5474860335196,5.8659217877095
"67795","T-2004-434-74",60,0.977653631284916,0.166201117318436
"67798","T-2004-434-74",64,9.77653631284916,0.035195530726257
"67812","T-2004-434-74",201,0.977653631284916,0.11340782122905
"67785","T-2004-434-74",301,1.95530726256983,0.635474860335196
"67782","T-2004-434-74",304,1.95530726256983,0.0058659217877095
"67783","T-2004-434-74",314,0.977653631284916,0.00977653631284916
"67803","T-2004-434-74",646,14.6648044692737,0.0391061452513966
"67805","T-2004-434-74",712,1.95530726256983,0.0215083798882682
"67827","T-2004-434-75",10,1.04166666666667,0.5625
"67826","T-2004-434-75",40,41.6666666666667,3.125
"67817","T-2004-434-75",64,12.5,0.0479166666666667
"67829","T-2004-434-75",314,1.04166666666667,0.00208333333333333
"67830","T-2004-434-75",501,1.04166666666667,1.73958333333333
"67847","T-2004-434-76",40,13.2267441860465,0.788517441860465
"67844","T-2004-434-76",64,84.4476744186046,0.813953488372093
"67866","T-2004-434-76",314,1.01744186046512,0.00101744186046512
